metric,plugin
PLC_PLC_Q101.Ore_lavoro_p104,schneider_pub
PLC_PLC_Q101.Ore_parziali_p101,schneider_pub
PLC_PLC_Q101.Ore_parziali_p102,schneider_pub
PLC_PLC_Q101.Ore_parziali_p103,schneider_pub
PLC_PLC_Q101.Ore_parziali_p104,schneider_pub
PLC_PLC_Q101.Out_pid_pompe,schneider_pub
PLC_PLC_Q101.Out_pid_val,schneider_pub
PLC_PLC_Q101.P101_fault,schneider_pub
PLC_PLC_Q101.P101_in_marcia,schneider_pub
PLC_PLC_Q101.P102_fault,schneider_pub
PLC_PLC_Q101.P102_in_marcia,schneider_pub
PLC_PLC_Q101.P103_fault,schneider_pub
PLC_PLC_Q101.P103_in_marcia,schneider_pub
PLC_PLC_Q101.P104_fault,schneider_pub
PLC_PLC_Q101.P104_in_marcia,schneider_pub
PLC_PLC_Q101.Pb_arresto_p101,schneider_pub
PLC_PLC_Q101.Pb_arresto_p102,schneider_pub
PLC_PLC_Q101.Pb_arresto_p103,schneider_pub
PLC_PLC_Q101.Pb_arresto_p104,schneider_pub
PLC_PLC_Q101.Pb_marcia_p101,schneider_pub
PLC_PLC_Q101.Pb_marcia_p102,schneider_pub
PLC_PLC_Q101.Pb_marcia_p103,schneider_pub
PLC_PLC_Q101.Pb_marcia_p104,schneider_pub
PLC_PLC_Q101.Portata_1,schneider_pub
PLC_PLC_Q101.Portata_1_hmi,schneider_pub
PLC_PLC_Q101.Portata_2,schneider_pub
PLC_PLC_Q101.Portata_2_hmi,schneider_pub
PLC_PLC_Q101.Portata_attiva,schneider_pub
PLC_PLC_Q101.Pos_valvola1,schneider_pub
PLC_PLC_Q101.Pos_valvola_2,schneider_pub
PLC_PLC_Q101.Posizione_ty141,schneider_pub
PLC_PLC_Q101.Posizione_ty142,schneider_pub
PLC_PLC_Q101.Rif_auto_attivo,schneider_pub
PLC_PLC_Q101.Rif_auto_p101,schneider_pub
PLC_PLC_Q101.Rif_auto_p102,schneider_pub
PLC_PLC_Q101.Rif_auto_ty141,schneider_pub
PLC_PLC_Q101.Rif_auto_ty142,schneider_pub
PLC_PLC_Q101.Rif_inverter,schneider_pub
PLC_PLC_Q101.Rif_man_p101,schneider_pub
PLC_PLC_Q101.Rif_man_p102,schneider_pub
PLC_PLC_Q101.Rif_man_ty141,schneider_pub
PLC_PLC_Q101.Rif_man_ty142,schneider_pub
PLC_PLC_Q101.Sel_misuratore,schneider_pub
PLC_PLC_Q101.Set_man_pid_pompe,schneider_pub
PLC_PLC_Q101.Set_man_pid_valv,schneider_pub
PLC_PLC_Q101.Set_temperatura,schneider_pub
PLC_PLC_Q101.Start_impianto,schneider_pub
PLC_PLC_Q101.Start_p101,schneider_pub
PLC_PLC_Q101.Start_p102,schneider_pub
PLC_PLC_Q101.Start_p103,schneider_pub
PLC_PLC_Q101.Start_p104,schneider_pub
PLC_PLC_Q101.Stato_p101,schneider_pub
PLC_PLC_Q101.Stato_p102,schneider_pub
PLC_PLC_Q101.Stato_p103,schneider_pub
PLC_PLC_Q101.Stato_p104,schneider_pub
PLC_PLC_Q101.Stato_quadro,schneider_pub
PLC_PLC_Q101.Status_w1,schneider_pub
PLC_PLC_Q101.Status_w2,schneider_pub
PLC_PLC_Q101.T_mandata_hmi,schneider_pub
PLC_PLC_Q101.T_ritorno_hmi,schneider_pub
PLC_PLC_Q101.T_scambio_cavedio,schneider_pub
PLC_PLC_Q101.T_scambio_quadri,schneider_pub
PLC_PLC_Q101.T_scambio_sala,schneider_pub
PLC_PLC_Q101.Td_pid_pompe,schneider_pub
PLC_PLC_Q101.Td_pid_valvole,schneider_pub
PLC_PLC_Q101.Temp_mandata,schneider_pub
PLC_PLC_Q101.Temp_ritorno,schneider_pub
PLC_PLC_Q101.Ti_pid_pompe,schneider_pub
PLC_PLC_Q101.Ti_pid_valvole,schneider_pub
PLC_PLC_Q101.V_min_rem_cavedio,schneider_pub
PLC_PLC_Q101.V_min_rem_quadro,schneider_pub
PLC_PLC_Q101.V_min_rem_sala,schneider_pub
PLC_PLC_Q101.V_ore_parz_p101,schneider_pub
PLC_PLC_Q101.V_ore_parz_p102,schneider_pub
PLC_PLC_Q101.V_ore_parz_p103,schneider_pub
PLC_PLC_Q101.V_ore_parz_p104,schneider_pub
PLC_PLC_Q101.V_ore_parz_quadro,schneider_pub
PLC_PLC_Q101.V_ore_rem_cavedio,schneider_pub
PLC_PLC_Q101.V_ore_rem_quadro,schneider_pub
PLC_PLC_Q101.V_ore_rem_sala,schneider_pub
PLC_PLC_Q101.V_ore_tot_p101,schneider_pub
PLC_PLC_Q101.V_ore_tot_p102,schneider_pub
PLC_PLC_Q101.V_ore_tot_p103,schneider_pub
PLC_PLC_Q101.V_ore_tot_p104,schneider_pub
PLC_PLC_Q101.V_ore_tot_quadro,schneider_pub
alloc_drain,slurm_pub
cluster_cpu_util,slurm_pub
cluster_memory_util,slurm_pub
job_id,slurm_pub
num_nodes,slurm_pub
s21.cluster_cpu_util,slurm_pub
s21.cluster_gpu_util,slurm_pub
s21.cluster_mem_util,slurm_pub
s21.jobs.avg_waiting_hour,slurm_pub
s21.jobs.eligible,slurm_pub
s21.jobs.eligible_v2,slurm_pub
s21.jobs.nodes_eligible,slurm_pub
s21.jobs.nodes_eligible_v2,slurm_pub
s21.jobs.p95_waiting_hour,slurm_pub
s21.jobs.tot_gpus,slurm_pub
s21.jobs.tot_jobs,slurm_pub
s21.jobs.tot_node_hour,slurm_pub
s21.jobs.tot_nodes,slurm_pub
s21.totals.cpus_alloc,slurm_pub
s21.totals.cpus_config,slurm_pub
s21.totals.cpus_down,slurm_pub
s21.totals.cpus_eligible,slurm_pub
s21.totals.cpus_idle,slurm_pub
s21.totals.gpus_alloc,slurm_pub
s21.totals.gpus_config,slurm_pub
s21.totals.gpus_down,slurm_pub
s21.totals.gpus_eligible,slurm_pub
s21.totals.gpus_idle,slurm_pub
s21.totals.memory_alloc,slurm_pub
s21.totals.memory_config,slurm_pub
s21.totals.memory_down,slurm_pub
s21.totals.memory_eligible,slurm_pub
s21.totals.memory_idle,slurm_pub
s21.totals.total_nodes_alloc,slurm_pub
s21.totals.total_nodes_config,slurm_pub
s21.totals.total_nodes_down,slurm_pub
s21.totals.total_nodes_eligible,slurm_pub
s21.totals.total_nodes_idle,slurm_pub
s21.totals.total_nodes_mixed,slurm_pub
total_cpus_alloc,slurm_pub
total_cpus_config,slurm_pub
total_cpus_down,slurm_pub
total_cpus_eligible,slurm_pub
total_cpus_idle,slurm_pub
total_memory_alloc,slurm_pub
total_memory_config,slurm_pub
total_memory_down,slurm_pub
total_memory_eligible,slurm_pub
total_memory_idle,slurm_pub
total_nodes_alloc,slurm_pub
total_nodes_config,slurm_pub
total_nodes_down,slurm_pub
total_nodes_eligible,slurm_pub
total_nodes_idle,slurm_pub
total_nodes_mixed,slurm_pub
Bad_values,logics_pub
Comlost,logics_pub
Corrente,logics_pub
Corrente_L1,logics_pub
Corrente_L2,logics_pub
Corrente_L3,logics_pub
Dcie,logics_pub
Energia,logics_pub
Fattore_di_potenza,logics_pub
Frequenza,logics_pub
Gateway,logics_pub
ID_Modbus,logics_pub
Kw,logics_pub
Mvar,logics_pub
Mvarh,logics_pub
Mw,logics_pub
Mwh,logics_pub
Potenza,logics_pub
Potenza_attiva,logics_pub
Prototype,logics_pub
Pue,logics_pub
Stato,logics_pub
Status,logics_pub
Tensione,logics_pub
Tot,logics_pub
Tot_cdz,logics_pub
Tot_chiller,logics_pub
Tot_ict,logics_pub
Tot_qpompe,logics_pub
Tot_servizi,logics_pub
Volt1,logics_pub
Volt2,logics_pub
Volt3,logics_pub
address,logics_pub
deviceid,logics_pub
frequenza,logics_pub
pit,logics_pub
pt,logics_pub
pue,logics_pub
clouds,weather_pub
dew_point,weather_pub
feels_like,weather_pub
humidity,weather_pub
pressure,weather_pub
temp,weather_pub
uvi,weather_pub
visibility,weather_pub
wind_deg,weather_pub
wind_speed,weather_pub
job_info_marconi100,job_table
